ibge_municipio,municipio_nome_ibge,uf_sigla,academic_eligibility,mc_score_median,mc_score_p05,mc_score_p95,mc_rank_median,mc_rank_p05,mc_rank_p95,mc_probability_top_decile
150445,Medicilândia,PA,eligible_proxy,18.123950958251953,13.199224472045898,23.72653579711914,711.0,678.0,729.0,0.0
500540,Maracaju,MS,eligible_proxy,18.463396072387695,10.645928382873535,27.324068069458008,712.0,638.0,737.0,0.0
130380,São Gabriel da Cachoeira,AM,eligible_proxy,18.406265258789062,8.881023406982422,30.9757137298584,713.0,611.0,745.0499877929688,0.0
150010,Abaetetuba,PA,eligible_proxy,18.413223266601562,8.869363784790039,30.74417495727539,713.0,623.0,746.0,0.0
150470,Moju,PA,eligible_proxy,18.34345245361328,8.807536125183105,30.70516586303711,714.0,612.9500122070312,746.0,0.0
351190,Clementina,SP,eligible_proxy,17.891965866088867,11.68333625793457,26.44526481628418,714.0,638.0,736.0,0.0
210360,Coroatá,MA,eligible_proxy,17.77728271484375,12.245061874389648,24.231765747070312,715.0,686.0,726.0,0.0
352470,Jaguariúna,SP,eligible_proxy,17.370742797851562,11.19818115234375,25.45444107055664,716.5,659.9500122070312,740.0,0.0
510190,Brasnorte,MT,eligible_proxy,17.685434341430664,12.074241638183594,24.165218353271484,717.0,652.0,736.0,0.0
354050,PORANGABA,SP,eligible_proxy,17.209609985351562,14.322851181030273,21.73603057861328,719.0,677.0,734.0,0.0
510335,Confresa,MT,eligible_proxy,17.22531509399414,11.285346031188965,23.79201889038086,720.0,678.9500122070312,736.0,0.0
351790,Guaraci,SP,eligible_proxy,17.41253089904785,9.914770126342773,28.514244079589844,720.0,620.9500122070312,744.0,0.0
500320,Corumbá,MS,eligible_proxy,17.187541961669922,9.547572135925293,26.313766479492188,722.0,665.9500122070312,740.0,0.0
355490,Três Fronteiras,SP,eligible_proxy,17.078468322753906,10.272378921508789,26.81309700012207,723.0,634.9500122070312,742.0,0.0
350350,Areias,SP,eligible_proxy,16.669857025146484,11.93828296661377,23.967451095581055,724.0,646.0,743.0,0.0
150293,Dom Eliseu,PA,eligible_proxy,17.055931091308594,8.329707145690918,28.26967430114746,726.0,637.0,749.0,0.0
150230,Capitão Poço,PA,eligible_proxy,15.531291007995605,10.752403259277344,21.24330711364746,727.0,709.0,737.0499877929688,0.0
432143,Terra de Areia,RS,eligible_proxy,16.256553649902344,9.961960792541504,24.683238983154297,729.0,644.0,745.0,0.0
292930,São Gonçalo dos Campos,BA,eligible_proxy,16.242774963378906,10.279280662536621,22.782451629638672,729.0,689.0,741.0,0.0
353230,Natividade da Serra,SP,eligible_proxy,15.64370059967041,11.923232078552246,20.82571792602539,729.0,675.0,742.0,0.0
351720,Guaiçara,SP,eligible_proxy,15.968996047973633,10.723901748657227,22.697145462036133,730.5,663.9500122070312,740.0,0.0
150130,Barcarena,PA,eligible_proxy,15.517053604125977,7.677687168121338,25.766403198242188,731.0,670.0,751.0,0.0
330460,Santa Maria Madalena,RJ,eligible_proxy,15.388772964477539,9.868193626403809,22.845176696777344,733.0,665.9500122070312,744.0,0.0
150020,Acará,PA,eligible_proxy,15.732413291931152,7.787400245666504,25.572067260742188,733.0,660.0,751.0,0.0
314020,Maripá de Minas,MG,eligible_proxy,15.168399810791016,9.79467487335205,22.98171615600586,734.0,649.0,747.0,0.0
500330,Coxim,MS,eligible_proxy,14.411355972290039,10.209661483764648,19.00665283203125,735.0,716.9500122070312,744.0,0.0
315480,Rio Acima,MG,eligible_proxy,14.275211334228516,11.528742790222168,18.00734519958496,736.0,700.0,745.0,0.0
150820,Vigia,PA,eligible_proxy,14.302058219909668,7.219875335693359,22.79316520690918,739.0,688.0,753.0,0.0
520551,Cocalzinho de Goiás,GO,eligible_proxy,13.674848556518555,8.224802017211914,21.138755798339844,739.0,683.0,747.0,0.0
500710,Ribas do Rio Pardo,MS,eligible_proxy,13.017536163330078,10.732645988464355,15.995986938476562,740.0,726.0,746.0,0.0
150650,Santa Izabel do Pará,PA,eligible_proxy,13.640583038330078,6.96732759475708,21.481779098510742,741.5,698.0,754.0,0.0
150800,Tomé-Açu,PA,eligible_proxy,13.651174545288086,6.9696807861328125,21.456541061401367,742.0,700.9500122070312,755.0,0.0
521730,Pirenópolis,GO,eligible_proxy,11.571435928344727,6.28387975692749,19.28131866455078,746.0,696.9500122070312,750.0,0.0
130250,Manacapuru,AM,eligible_proxy,11.510793685913086,6.094938278198242,18.12636375427246,746.0,721.0,757.0,0.0
421710,São Martinho,SC,eligible_proxy,11.439404487609863,6.09290885925293,20.202442169189453,746.0,677.9500122070312,752.0,0.0
430520,Cerro Largo,RS,eligible_proxy,11.288698196411133,5.442046165466309,21.015260696411133,747.0,677.0,752.0,0.0
352550,Joanópolis,SP,eligible_proxy,10.41302490234375,5.104289531707764,19.035053253173828,749.0,695.0,753.0,0.0
290400,Boninal,BA,eligible_proxy,9.50636100769043,7.489656448364258,12.157963752746582,749.0,733.0,755.0,0.0
120060,Tarauacá,AC,eligible_proxy,9.969751358032227,6.564465522766113,14.192444801330566,750.0,738.0,755.0,0.0
351150,Cerquilho,SP,eligible_proxy,9.691873550415039,4.748293876647949,17.35517692565918,751.0,710.0,754.0,0.0
330285,Mesquita,RJ,eligible_proxy,8.24120044708252,4.680204391479492,14.198777198791504,753.0,742.0,756.0,0.0
410345,Cafelândia,PR,eligible_proxy,8.627634048461914,4.382632732391357,15.166187286376953,754.0,718.9500122070312,756.0,0.0
130190,Itacoatiara,AM,eligible_proxy,8.402393341064453,4.6380815505981445,13.367281913757324,754.0,741.9500122070312,759.0,0.0
352110,Ipeúna,SP,eligible_proxy,7.711538791656494,5.015514850616455,11.603741645812988,755.0,734.9000244140625,756.0,0.0
510370,Feliz Natal,MT,eligible_proxy,5.64208984375,3.424593687057495,8.940950393676758,757.0,751.0,758.0,0.0
412030,Porto Vitória,PR,eligible_proxy,5.301244735717773,3.225606918334961,8.939921379089355,758.0,746.9500122070312,759.0,0.0
120080,Porto Acre,AC,eligible_proxy,4.577064037322998,2.7686944007873535,7.491014003753662,759.0,758.0,759.0,0.0
521890,Rubiataba,GO,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
522068,Simolândia,GO,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
522060,Silvânia,GO,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
522205,Vicentinópolis,GO,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
522200,Vianópolis,GO,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
522190,Varjão,GO,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
110003,Cabixi,RO,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
522170,Uruana,GO,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
522028,São Patrício,GO,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
522026,São Miguel do Passa Quatro,GO,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
522020,São Miguel do Araguaia,GO,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
522015,São Luiz do Norte,GO,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
522010,São Luís de Montes Belos,GO,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
522005,São João da Paraúna,GO,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
110007,Corumbiara,RO,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
521980,São Domingos,GO,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220665,Morro Cabeça no Tempo,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220660,Monte Alegre do Piauí,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220650,Monsenhor Hipólito,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220640,Monsenhor Gil,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220620,Miguel Alves,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220610,Matias Olímpio,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220600,Marcos Parente,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220595,Marcolândia,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220590,Manoel Emídio,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220585,Madeiro,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220580,Luzilândia,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220570,Luís Correia,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220560,Landri Sales,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220558,Lagoa do Piauí,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220556,Lagoa do Barro do Piauí,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220555,Lagoa Alegre,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220775,Passagem Franca do Piauí,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220760,Parnaguá,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220750,Palmeirais,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220740,Palmeira do Piauí,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220735,Pajeú do Piauí,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220730,Paes Landim,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220720,Padre Marcos,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220710,Olho D'Água do Piauí,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220700,Oeiras,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220695,Novo Santo Antônio,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220690,Novo Oriente do Piauí,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220680,Nossa Senhora dos Remédios,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220675,Nossa Senhora de Nazaré,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220672,Nazária,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220670,Nazaré do Piauí,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220667,Morro do Chapéu do Piauí,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220890,RIBEIRO GONCALVES,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220880,Regeneração,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220865,Queimada Nova,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220860,Prata do Piauí,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220855,Porto Alegre do Piauí,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220850,Porto,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220840,Piripiri,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220830,Piracuruca,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220820,Pio IX,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220810,Pimenteiras,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220800,Picos,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220795,Nova Santa Rita,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220790,Pedro II,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220785,Pavussu,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220780,Paulistana,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220777,Patos do Piauí,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
221040,São Miguel do Tapuio,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
221035,São Lourenço do Piauí,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
221030,São Julião,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
221000,São João do Piauí,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220997,São João do Arraial,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220990,São João da Serra,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220987,São João da Fronteira,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220970,São Francisco do Piauí,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220965,São Francisco de Assis do Piauí,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220955,São Braz do Piauí,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220940,Santo Antônio de Lisboa,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220930,Santa Luz,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220920,Santa Filomena,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220915,Santa Cruz dos Milagres,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220910,Santa Cruz do Piauí,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
220900,Rio Grande do Piauí,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230010,Abaiara,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
221170,Wall Ferraz,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
221160,Vila Nova do Piauí,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
221150,Vera Mendes,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
221140,Várzea Grande,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
221130,Valença do Piauí,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
221120,Uruçuí,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
221110,União,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
221100,Teresina,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
221097,Tanque do Piauí,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
221093,Sussuapara,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
221070,Simões,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
221065,Sigefredo Pacheco,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
221063,Sebastião Leal,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
221060,São Raimundo Nonato,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
221050,São Pedro do Piauí,PI,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230150,Arneiroz,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230140,Aratuba,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230130,Araripe,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230125,Ararendá,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230110,Aracati,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230100,Aquiraz,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230090,Apuiarés,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230080,Antonina do Norte,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230075,Amontada,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230070,Alto Santo,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230060,Altaneira,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230050,Alcântaras,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230040,Aiuaba,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230030,Acopiara,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230020,Acaraú,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230015,Acarape,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230280,Canindé,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230270,Campos Sales,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230260,Camocim,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230250,Brejo Santo,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230240,Boa Viagem,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230230,Bela Cruz,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230220,Beberibe,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230210,Baturité,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230205,Barroquinha,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230200,Barro,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230195,Barreira,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230190,Barbalha,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230185,Banabuiú,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230180,Baixio,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230170,Aurora,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230160,Assaré,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230423,Croatá,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230420,Crato,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230410,Crateús,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230400,Coreaú,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230395,Chorozinho,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230393,Choró,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230390,Chaval,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230380,Cedro,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230365,Catunda,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230350,Cascavel,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230340,Carnaubal,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230330,Cariús,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230320,Caririaçu,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230310,Cariré,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230300,Caridade,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230290,Capistrano,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230520,Hidrolândia,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230500,Guaraciaba do Norte,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230495,Guaiúba,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230490,Groaíras,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230480,Granjeiro,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230470,Granja,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230465,Graça,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230460,General Sampaio,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230450,Frecheirinha,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230445,Fortim,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230435,Forquilha,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230430,Farias Brito,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230428,Eusébio,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230427,Ereré,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230426,Deputado Irapuan Pinheiro,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230425,Cruz,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230630,Itapajé,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230620,Itaiçaba,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230610,Irauçuba,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230600,Iracema,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230590,Ipueiras,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230580,Ipu,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230570,Ipaumirim,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230565,Ipaporanga,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230560,Independência,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230550,Iguatu,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230540,Icó,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230535,Icapuí,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230533,Ibicuitinga,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230530,Ibiapina,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230526,Ibaretama,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230523,Horizonte,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230770,Maranguape,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230765,Maracanaú,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230763,Madalena,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230760,Limoeiro do Norte,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230750,Lavras da Mangabeira,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230740,Jucás,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230725,Jijoca de Jericoacoara,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230710,Jardim,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230700,Jaguaruana,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230690,Jaguaribe,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230680,Jaguaribara,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230670,Jaguaretama,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230660,Itatira,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230655,Itarema,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230650,Itapiúna,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230640,Itapipoca,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230910,Mulungu,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230900,Mucambo,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230890,Morrinhos,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230880,Moraújo,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230870,Morada Nova,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230860,Monsenhor Tabosa,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230850,Mombaça,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230840,Missão Velha,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230837,Miraíma,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230835,Milhã,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230830,Milagres,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230820,Meruoca,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230810,Mauriti,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230800,Massapê,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
230790,Martinópole,CE,eligible_proxy,0.0,0.0,0.0,2874.0,2874.0,2874.0,0.0
